order_item_id,order_id,product_id,quantity,discount_percentage,sales_amount,total_cost,profit
OI0010029,O004957,P0196,4,0,13116.44,9623.96,3492.48
OI0010030,O004957,P0055,5,0,17172.45,10820.5,6351.95
OI0010031,O004958,P0216,5,5,108746.07,66083.15,42662.92
OI0010032,O004958,P0044,2,5,37899.55,23359.48,14540.07
OI0010033,O004958,P0234,3,10,45672.04,39982.11,5689.93
OI0010034,O004959,P0072,3,20,31239.96,29307.54,1932.42
OI0010035,O004959,P0079,4,20,116477.92,88141.8,28336.12
OI0010036,O004960,P0099,3,10,17444.89,14850.36,2594.53
OI0010037,O004960,P0067,3,10,33164.99,29121.75,4043.24
OI0010038,O004960,P0124,2,0,1181.52,788.86,392.66
OI0010039,O004961,P0019,3,0,16647.33,12893.64,3753.69
OI0010040,O004962,P0185,5,0,6844.4,4405.25,2439.15
OI0010041,O004962,P0019,5,5,26358.27,21489.4,4868.87
OI0010042,O004964,P0042,2,5,9856.73,5992.72,3864.01
OI0010043,O004965,P0099,5,25,24229.01,24750.6,-521.59
OI0010044,O004965,P0009,2,0,99957.38,57992.48,41964.9
OI0010045,O004965,P0131,3,0,11748.57,7713.24,4035.33
OI0010046,O004965,P0169,2,10,19546.16,16791.72,2754.44
OI0010047,O004966,P0182,3,10,25174.07,19475.19,5698.88
OI0010048,O004966,P0043,5,10,4211.37,3008.15,1203.22
OI0010049,O004966,P0045,3,5,10333.9,8210.34,2123.56
OI0010050,O004967,P0054,1,5,73194.25,47671.85,25522.4
OI0010051,O004968,P0015,1,25,4330.64,4358.3,-27.66
OI0010052,O004969,P0213,3,5,31717.96,19787.28,11930.68
OI0010053,O004969,P0041,4,0,4882.72,3263.32,1619.4
OI0010054,O004970,P0075,1,0,523.54,289.2,234.34
OI0010055,O004971,P0113,4,20,15122.94,14247.0,875.94
OI0010056,O004971,P0092,3,10,7789.45,5432.73,2356.72
OI0010057,O004972,P0222,4,15,35506.23,29353.32,6152.91
OI0010058,O004972,P0167,2,15,2507.16,1713.82,793.34
OI0010059,O004972,P0032,2,0,3654.22,2225.5,1428.72
OI0010060,O004973,P0087,5,5,21084.73,12217.8,8866.93
OI0010061,O004973,P0179,3,5,7904.96,6637.11,1267.85
OI0010062,O004973,P0068,1,25,1692.18,1760.89,-68.71
OI0010063,O004973,P0216,3,10,61813.56,39649.89,22163.67
OI0010064,O004974,P0108,4,20,5921.02,5877.56,43.46
OI0010065,O004975,P0086,1,15,21084.44,17940.29,3144.15
OI0010066,O004975,P0163,2,15,17969.07,15589.42,2379.65
OI0010067,O004975,P0173,4,0,49590.52,35704.68,13885.84
OI0010068,O004976,P0197,2,5,24478.86,19060.38,5418.48
OI0010069,O004977,P0123,1,5,19051.12,15405.59,3645.53
OI0010070,O004978,P0234,2,15,28756.47,26654.74,2101.73
OI0010071,O004978,P0216,2,10,41209.04,26433.26,14775.78
OI0010072,O004978,P0041,3,5,3478.94,2447.49,1031.45
OI0010073,O004978,P0226,1,10,2044.81,1609.59,435.22
OI0010074,O004979,P0021,3,20,79271.02,73632.18,5638.84
OI0010075,O004979,P0099,1,5,6138.02,4950.12,1187.9
OI0010076,O004979,P0073,1,15,15238.5,11083.83,4154.67
OI0010077,O004980,P0220,5,5,12807.71,10657.55,2150.16
OI0010078,O004980,P0003,2,5,23060.13,18710.1,4350.03
OI0010079,O004980,P0008,1,10,18752.72,16119.31,2633.41
OI0010080,O004981,P0197,4,15,43804.27,38120.76,5683.51
OI0010081,O004981,P0041,4,10,4394.45,3263.32,1131.13
OI0010082,O004981,P0005,5,10,17083.89,13605.7,3478.19
OI0010083,O004982,P0152,3,10,9402.26,6874.62,2527.64
OI0010084,O004982,P0139,1,0,3790.43,2794.62,995.81
OI0010085,O004982,P0204,1,10,14549.86,10379.63,4170.23
OI0010086,O004982,P0110,4,0,11905.48,9414.44,2491.04
OI0010087,O004984,P0133,4,20,12958.24,10362.92,2595.32
OI0010088,O004984,P0190,5,20,10392.68,8189.55,2203.13
OI0010089,O004984,P0020,1,5,18465.8,14177.97,4287.83
OI0010090,O004984,P0086,4,0,99220.88,71761.16,27459.72
OI0010091,O004985,P0111,5,5,15852.27,12832.45,3019.82
OI0010092,O004985,P0121,4,5,16412.01,10874.92,5537.09
OI0010093,O004985,P0013,5,5,12516.58,7796.65,4719.93
OI0010094,O004986,P0188,4,10,86917.43,53688.24,33229.19
OI0010095,O004987,P0052,5,25,61435.2,46796.25,14638.95
OI0010096,O004988,P0038,3,5,129330.21,101382.12,27948.09
OI0010097,O004988,P0168,3,15,29508.7,24972.9,4535.8
OI0010098,O004988,P0133,1,15,3442.03,2590.73,851.3
OI0010099,O004989,P0243,1,10,2353.62,1873.32,480.3
OI0010100,O004989,P0236,1,5,1755.11,1436.49,318.62
OI0010101,O004989,P0074,5,10,108034.29,75877.8,32156.49
OI0010102,O004990,P0028,5,10,11952.09,8340.75,3611.34
OI0010103,O004991,P0021,4,10,118906.52,98176.24,20730.28
OI0010104,O004992,P0217,3,5,7345.9,4787.91,2557.99
OI0010105,O004992,P0137,1,10,3138.47,2145.61,992.86
OI0010106,O004992,P0126,3,0,15395.28,11209.65,4185.63
OI0010107,O004992,P0052,3,10,44233.34,28077.75,16155.59
OI0010108,O004994,P0222,4,10,37594.84,29353.32,8241.52
OI0010109,O004994,P0106,4,10,8833.36,6878.56,1954.8
OI0010110,O004994,P0116,3,0,3467.37,2153.31,1314.06
OI0010111,O004994,P0096,2,0,27584.72,17774.18,9810.54
OI0010112,O004996,P0195,3,25,12893.78,11000.91,1892.87
OI0010113,O004996,P0188,4,10,86917.43,53688.24,33229.19
OI0010114,O004997,P0151,1,25,6208.93,5543.02,665.91
OI0010115,O004997,P0159,5,15,24230.44,17386.75,6843.69
OI0010116,O004997,P0089,4,0,10731.32,6018.84,4712.48
OI0010117,O004997,P0119,1,5,35446.39,23969.6,11476.79
OI0010118,O004998,P0089,2,0,5365.66,3009.42,2356.24
OI0010119,O004998,P0017,3,20,6870.38,5523.0,1347.38
OI0010120,O004998,P0161,1,0,3540.53,2828.28,712.25
OI0010121,O004999,P0207,2,0,9480.7,6741.72,2738.98
OI0010122,O004999,P0240,5,0,23710.2,17767.95,5942.25
OI0010123,O004999,P0138,3,10,55860.41,45895.62,9964.79
OI0010124,O004999,P0158,4,20,35622.53,29587.04,6035.49
OI0010125,O005000,P0071,1,10,3398.44,2208.65,1189.79
OI0010126,O005001,P0189,4,0,55405.36,43031.0,12374.36
OI0010127,O005001,P0234,5,25,63433.39,66636.85,-3203.46
OI0010128,O005002,P0090,5,15,14570.11,10782.9,3787.21
OI0010129,O005002,P0200,3,0,16616.19,9156.27,7459.92
OI0010130,O005003,P0044,5,5,94748.87,58398.7,36350.17
OI0010131,O005003,P0031,3,0,49659.87,28861.68,20798.19
OI0010132,O005003,P0220,4,0,10785.44,8526.04,2259.4
OI0010133,O005003,P0002,2,15,13363.22,10956.5,2406.72
OI0010134,O005004,P0111,4,5,12681.82,10265.96,2415.86
OI0010135,O005006,P0226,1,5,2158.41,1609.59,548.82
OI0010136,O005006,P0149,5,5,7753.95,5083.15,2670.8
OI0010137,O005006,P0166,1,0,38456.84,23834.99,14621.85
OI0010138,O005008,P0171,3,5,103605.91,76292.25,27313.66
OI0010139,O005008,P0062,1,20,1194.06,939.7,254.36
OI0010140,O005008,P0121,5,15,18355.54,13593.65,4761.89
OI0010141,O005009,P0144,3,5,2385.39,1874.01,511.38
OI0010142,O005009,P0211,4,20,192880.99,188662.72,4218.27
OI0010143,O005009,P0036,1,0,1306.04,857.31,448.73
OI0010144,O005009,P0145,5,10,22028.85,19053.45,2975.4
OI0010145,O005011,P0039,4,10,17939.74,14396.72,3543.02
OI0010146,O005011,P0150,1,20,33763.79,25025.57,8738.22
OI0010147,O005011,P0077,1,5,10628.71,8872.29,1756.42
OI0010148,O005011,P0035,2,20,2979.17,2353.4,625.77
OI0010149,O005012,P0010,3,15,14410.02,9521.97,4888.05
OI0010150,O005013,P0038,5,20,181516.08,168970.2,12545.88
OI0010151,O005013,P0001,5,10,5865.89,4054.0,1811.89
OI0010152,O005013,P0043,2,10,1684.55,1203.26,481.29
OI0010153,O005013,P0178,5,20,27142.0,20513.95,6628.05
OI0010154,O005014,P0001,4,5,4953.41,3243.2,1710.21
OI0010155,O005014,P0197,1,5,12239.43,9530.19,2709.24
OI0010156,O005014,P0144,2,20,1339.17,1249.34,89.83
OI0010157,O005014,P0241,3,10,3418.96,2464.8,954.16
OI0010158,O005015,P0073,1,20,14342.12,11083.83,3258.29
OI0010159,O005015,P0064,2,10,5861.75,4824.52,1037.23
OI0010160,O005015,P0023,2,15,120757.71,103027.3,17730.41
OI0010161,O005016,P0006,2,25,4810.53,4800.08,10.45
OI0010162,O005018,P0168,1,0,11572.04,8324.3,3247.74
OI0010163,O005018,P0219,2,25,29848.22,22305.16,7543.06
OI0010164,O005018,P0068,3,15,5753.41,5282.67,470.74
OI0010165,O005018,P0210,3,0,11435.46,8932.02,2503.44
OI0010166,O005019,P0204,5,5,76790.92,51898.15,24892.77
OI0010167,O005020,P0178,5,15,28838.38,20513.95,8324.43
OI0010168,O005021,P0061,3,0,181627.5,126504.87,55122.63
OI0010169,O005022,P0027,5,10,260694.54,223029.65,37664.89
OI0010170,O005022,P0078,1,20,3382.32,3183.47,198.85
OI0010171,O005022,P0211,3,5,171784.63,141497.04,30287.59
OI0010172,O005022,P0139,5,0,18952.15,13973.1,4979.05
OI0010173,O005023,P0164,5,5,26146.71,15397.5,10749.21
OI0010174,O005023,P0092,4,5,10962.92,7243.64,3719.28
OI0010175,O005023,P0176,5,0,17999.05,11504.0,6495.05
OI0010176,O005023,P0228,4,0,315877.64,241417.4,74460.24
OI0010177,O005024,P0107,3,5,47639.97,29393.88,18246.09
OI0010178,O005024,P0168,2,0,23144.08,16648.6,6495.48
OI0010179,O005024,P0113,2,15,8034.06,7123.5,910.56
OI0010180,O005025,P0249,3,0,33113.82,20550.15,12563.67
OI0010181,O005025,P0066,4,0,23676.8,17651.2,6025.6
OI0010182,O005025,P0043,4,0,3743.44,2406.52,1336.92
OI0010183,O005025,P0210,4,0,15247.28,11909.36,3337.92
OI0010184,O005026,P0093,5,20,259730.56,226658.0,33072.56
OI0010185,O005026,P0209,3,20,58123.06,51919.98,6203.08
OI0010186,O005026,P0210,4,5,14484.92,11909.36,2575.56
OI0010187,O005026,P0140,1,20,2430.17,2272.14,158.03
OI0010188,O005027,P0089,1,5,2548.69,1504.71,1043.98
OI0010189,O005027,P0007,1,15,1647.8,1075.01,572.79
OI0010190,O005027,P0022,2,15,125660.14,86888.52,38771.62
OI0010191,O005028,P0181,5,15,19930.12,16926.7,3003.42
OI0010192,O005028,P0218,4,0,217260.64,124968.8,92291.84
OI0010193,O005028,P0030,4,0,50811.84,31246.2,19565.64
OI0010194,O005029,P0006,5,20,12828.08,12000.2,827.88
OI0010195,O005030,P0157,2,5,15196.69,11249.66,3947.03
OI0010196,O005030,P0167,2,0,2949.6,1713.82,1235.78
OI0010197,O005030,P0234,5,0,84577.85,66636.85,17941.0
OI0010198,O005030,P0185,2,10,2463.98,1762.1,701.88
OI0010199,O005031,P0013,2,0,5270.14,3118.66,2151.48
OI0010200,O005031,P0098,3,0,3926.85,2211.03,1715.82
OI0010201,O005032,P0236,5,0,9237.4,7182.45,2054.95
OI0010202,O005033,P0055,3,10,9273.12,6492.3,2780.82
OI0010203,O005033,P0047,3,0,13564.14,10109.85,3454.29
OI0010204,O005033,P0150,3,15,107622.09,75076.71,32545.38
OI0010205,O005034,P0074,4,10,86427.43,60702.24,25725.19
OI0010206,O005034,P0038,4,0,181516.08,135176.16,46339.92
OI0010207,O005034,P0244,3,15,202065.34,138085.74,63979.6
OI0010208,O005034,P0147,4,20,229559.65,164511.16,65048.49
OI0010209,O005035,P0206,2,0,74508.92,53666.28,20842.64
OI0010210,O005035,P0126,5,10,23092.92,18682.75,4410.17
OI0010211,O005036,P0112,1,5,3547.17,2268.58,1278.59
OI0010212,O005038,P0037,3,20,170995.15,143008.23,27986.92
OI0010213,O005038,P0005,3,5,10819.8,8163.42,2656.38
OI0010214,O005038,P0054,5,10,346709.61,238359.25,108350.36
OI0010215,O005038,P0114,4,10,44921.59,27536.0,17385.59
OI0010216,O005039,P0073,2,15,30477.01,22167.66,8309.35
OI0010217,O005039,P0179,1,0,2773.67,2212.37,561.3
OI0010218,O005040,P0026,3,0,35229.9,27135.6,8094.3
OI0010219,O005041,P0222,2,25,15664.51,14676.66,987.85
OI0010220,O005043,P0211,5,0,301376.55,235828.4,65548.15
OI0010221,O005043,P0080,1,0,5434.58,4098.05,1336.53
OI0010222,O005043,P0153,2,15,24000.16,19676.54,4323.62
OI0010223,O005043,P0034,3,0,59375.7,43267.89,16107.81
OI0010224,O005044,P0218,2,10,97767.29,62484.4,35282.89
OI0010225,O005045,P0077,1,5,10628.71,8872.29,1756.42
OI0010226,O005045,P0126,3,10,13855.75,11209.65,2646.1
OI0010227,O005046,P0033,2,5,6449.55,5167.28,1282.27
OI0010228,O005046,P0213,4,15,37838.97,26383.04,11455.93
OI0010229,O005047,P0108,3,0,5550.96,4408.17,1142.79
OI0010230,O005049,P0072,5,20,52066.6,48845.9,3220.7
OI0010231,O005051,P0211,1,0,60275.31,47165.68,13109.63
OI0010232,O005051,P0042,3,15,13228.76,8989.08,4239.68
OI0010233,O005051,P0068,3,5,6430.28,5282.67,1147.61
OI0010234,O005053,P0235,4,0,255799.72,161972.44,93827.28
OI0010235,O005053,P0102,5,0,3592.15,1986.7,1605.45
OI0010236,O005053,P0056,1,0,35805.87,23407.52,12398.35
OI0010237,O005053,P0155,1,5,4340.98,3517.61,823.37
OI0010238,O005054,P0091,4,5,18780.36,15766.92,3013.44
OI0010239,O005054,P0240,5,10,21339.18,17767.95,3571.23
OI0010240,O005055,P0159,3,20,13683.07,10432.05,3251.02
OI0010241,O005055,P0070,4,5,3704.24,2665.2,1039.04
OI0010242,O005055,P0153,3,5,40235.56,29514.81,10720.75
OI0010243,O005055,P0120,4,5,4376.5,3550.4,826.1
OI0010244,O005056,P0240,5,10,21339.18,17767.95,3571.23
OI0010245,O005056,P0113,2,5,8979.25,7123.5,1855.75
OI0010246,O005056,P0206,5,0,186272.3,134165.7,52106.6
OI0010247,O005056,P0066,5,15,25156.6,22064.0,3092.6
OI0010248,O005057,P0233,2,5,26749.09,22025.54,4723.55
OI0010249,O005057,P0004,2,0,22302.96,16704.76,5598.2
OI0010250,O005057,P0055,4,25,10303.47,8656.4,1647.07
OI0010251,O005058,P0191,2,20,122179.84,85988.14,36191.7
OI0010252,O005058,P0091,3,10,13343.94,11825.19,1518.75
OI0010253,O005058,P0052,3,10,44233.34,28077.75,16155.59
OI0010254,O005062,P0031,4,0,66213.16,38482.24,27730.92
OI0010255,O005062,P0079,1,0,36399.35,22035.45,14363.9
OI0010256,O005064,P0081,5,0,122594.4,97073.2,25521.2
OI0010257,O005064,P0242,1,5,13463.3,10760.78,2702.52
OI0010258,O005065,P0196,5,25,12296.66,12029.95,266.71
OI0010259,O005066,P0109,1,15,3547.25,3020.15,527.1
OI0010260,O005066,P0094,4,10,44137.98,38728.64,5409.34
OI0010261,O005067,P0153,5,20,56470.96,49191.35,7279.61
OI0010262,O005067,P0171,4,5,138141.21,101723.0,36418.21
OI0010263,O005067,P0022,2,10,133051.91,86888.52,46163.39
OI0010264,O005068,P0010,3,5,16105.32,9521.97,6583.35
OI0010265,O005070,P0196,1,0,3279.11,2405.99,873.12
OI0010266,O005070,P0066,1,5,5623.24,4412.8,1210.44
OI0010267,O005071,P0248,5,5,11189.86,8474.55,2715.31
OI0010268,O005072,P0083,3,0,23264.16,13786.8,9477.36
OI0010269,O005072,P0070,4,25,2924.4,2665.2,259.2
OI0010270,O005073,P0033,5,20,13578.0,12918.2,659.8
OI0010271,O005074,P0248,2,10,4240.37,3389.82,850.55
OI0010272,O005074,P0187,1,10,1599.94,1101.35,498.59
OI0010273,O005075,P0150,2,25,63307.11,50051.14,13255.97
OI0010274,O005075,P0083,1,0,7754.72,4595.6,3159.12
OI0010275,O005075,P0001,1,5,1238.35,810.8,427.55
OI0010276,O005076,P0148,3,10,9469.76,7072.38,2397.38
OI0010277,O005076,P0158,2,20,17811.26,14793.52,3017.74
OI0010278,O005076,P0217,1,10,2319.76,1595.97,723.79
OI0010279,O005077,P0029,3,20,8327.11,6398.07,1929.04
OI0010280,O005077,P0111,2,5,6340.91,5132.98,1207.93
OI0010281,O005077,P0101,1,0,4700.41,3505.25,1195.16
OI0010282,O005077,P0087,1,0,4438.89,2443.56,1995.33
OI0010283,O005078,P0197,5,0,64418.05,47650.95,16767.1
OI0010284,O005078,P0001,2,0,2607.06,1621.6,985.46
OI0010285,O005078,P0053,3,0,8113.26,5984.67,2128.59
OI0010286,O005078,P0034,2,5,37604.61,28845.26,8759.35
OI0010287,O005079,P0069,5,0,24981.8,19001.4,5980.4
OI0010288,O005079,P0250,5,0,8762.05,6552.45,2209.6
OI0010289,O005079,P0212,1,10,11429.73,7292.39,4137.34
OI0010290,O005080,P0019,5,0,27745.55,21489.4,6256.15
OI0010291,O005080,P0080,1,0,5434.58,4098.05,1336.53
OI0010292,O005080,P0214,3,20,3602.18,3544.2,57.98
OI0010293,O005081,P0142,4,0,280357.56,175614.0,104743.56
OI0010294,O005081,P0128,4,0,147953.16,90043.72,57909.44
OI0010295,O005081,P0244,1,0,79241.31,46028.58,33212.73
OI0010296,O005081,P0046,3,0,20411.46,11454.3,8957.16
OI0010297,O005082,P0090,2,5,6513.69,4313.16,2200.53
OI0010298,O005082,P0011,5,10,59725.71,47606.15,12119.56
OI0010299,O005082,P0222,4,0,41772.04,29353.32,12418.72
OI0010300,O005083,P0171,2,0,72705.9,50861.5,21844.4
OI0010301,O005083,P0028,1,25,1992.01,1668.15,323.86
OI0010302,O005085,P0080,3,10,14673.37,12294.15,2379.22
OI0010303,O005085,P0051,4,5,49614.05,37957.48,11656.57
OI0010304,O005087,P0033,2,20,5431.2,5167.28,263.92
OI0010305,O005087,P0213,4,25,33387.33,26383.04,7004.29
OI0010306,O005087,P0155,1,5,4340.98,3517.61,823.37
OI0010307,O005087,P0029,5,0,17348.15,10663.45,6684.7
OI0010308,O005088,P0004,1,0,11151.48,8352.38,2799.1
OI0010309,O005088,P0196,3,5,9345.46,7217.97,2127.49
OI0010310,O005088,P0099,1,10,5814.96,4950.12,864.84
OI0010311,O005089,P0088,5,0,398079.3,246215.6,151863.7
OI0010312,O005090,P0066,3,0,17757.6,13238.4,4519.2
OI0010313,O005090,P0240,2,5,9009.88,7107.18,1902.7
OI0010314,O005090,P0116,1,0,1155.79,717.77,438.02
OI0010315,O005091,P0133,2,15,6884.06,5181.46,1702.6
OI0010316,O005091,P0028,2,5,5046.44,3336.3,1710.14
OI0010317,O005091,P0236,2,25,2771.22,2872.98,-101.76
OI0010318,O005092,P0244,5,0,396206.55,230142.9,166063.65
OI0010319,O005092,P0110,4,5,11310.21,9414.44,1895.77
OI0010320,O005096,P0173,1,5,11777.75,8926.17,2851.58
OI0010321,O005097,P0099,2,5,12276.03,9900.24,2375.79
OI0010322,O005097,P0095,3,0,58719.42,41390.82,17328.6
OI0010323,O005097,P0138,2,5,39309.18,30597.08,8712.1
OI0010324,O005098,P0023,3,15,181136.57,154540.95,26595.62
OI0010325,O005098,P0037,4,10,256492.73,190677.64,65815.09
OI0010326,O005098,P0051,3,0,39168.99,28468.11,10700.88
OI0010327,O005098,P0229,2,0,21646.32,16612.78,5033.54
OI0010328,O005100,P0124,2,10,1063.37,788.86,274.51
OI0010329,O005101,P0099,4,5,24552.07,19800.48,4751.59
OI0010330,O005101,P0204,4,0,64666.04,41518.52,23147.52
OI0010331,O005101,P0064,2,15,5536.1,4824.52,711.58
OI0010332,O005104,P0192,4,0,15037.88,11395.8,3642.08
OI0010333,O005104,P0046,5,10,30617.19,19090.5,11526.69
OI0010334,O005104,P0177,3,5,6955.54,4416.33,2539.21
OI0010335,O005104,P0133,1,0,4049.45,2590.73,1458.72
OI0010336,O005105,P0047,1,0,4521.38,3369.95,1151.43
OI0010337,O005106,P0156,2,20,7479.55,7201.4,278.15
OI0010338,O005106,P0212,2,10,22859.46,14584.78,8274.68
OI0010339,O005106,P0205,2,20,6422.59,4484.8,1937.79
OI0010340,O005108,P0132,2,20,12342.99,9538.9,2804.09
OI0010341,O005108,P0212,5,20,50798.8,36461.95,14336.85
OI0010342,O005110,P0197,3,20,30920.66,28590.57,2330.09
OI0010343,O005112,P0191,4,0,305449.6,171976.28,133473.32
OI0010344,O005112,P0160,1,0,16933.1,9595.75,7337.35
OI0010345,O005112,P0195,4,0,22922.28,14667.88,8254.4
OI0010346,O005113,P0119,3,5,106339.17,71908.8,34430.37
OI0010347,O005113,P0235,2,0,127899.86,80986.22,46913.64
OI0010348,O005113,P0005,4,5,14426.4,10884.56,3541.84
OI0010349,O005113,P0099,2,10,11629.93,9900.24,1729.69
OI0010350,O005114,P0069,3,20,11991.26,11400.84,590.42
OI0010351,O005114,P0222,2,20,16708.82,14676.66,2032.16
OI0010352,O005115,P0104,5,5,4088.94,2414.7,1674.24
OI0010353,O005116,P0194,2,10,3364.79,2322.98,1041.81
OI0010354,O005116,P0152,2,10,6268.18,4583.08,1685.1
OI0010355,O005117,P0007,4,0,7754.36,4300.04,3454.32
OI0010356,O005117,P0101,2,0,9400.82,7010.5,2390.32
OI0010357,O005117,P0180,1,25,1712.96,1616.39,96.57
OI0010358,O005117,P0038,5,0,226895.1,168970.2,57924.9
OI0010359,O005119,P0072,3,5,37097.45,29307.54,7789.91
OI0010360,O005119,P0091,1,15,4200.87,3941.73,259.14
OI0010361,O005119,P0203,1,10,15072.22,11037.46,4034.76
OI0010362,O005119,P0066,5,5,28116.2,22064.0,6052.2
OI0010363,O005120,P0093,5,15,275963.72,226658.0,49305.72
OI0010364,O005120,P0150,3,20,101291.38,75076.71,26214.67
OI0010365,O005120,P0047,1,15,3843.17,3369.95,473.22
OI0010366,O005120,P0122,2,10,2772.11,2106.4,665.71
OI0010367,O005121,P0076,3,5,4778.48,3868.95,909.53
OI0010368,O005121,P0083,2,5,14733.97,9191.2,5542.77
OI0010369,O005121,P0249,1,10,9934.15,6850.05,3084.1
OI0010370,O005121,P0233,3,10,38011.87,33038.31,4973.56
OI0010371,O005122,P0160,5,0,84665.5,47978.75,36686.75
OI0010372,O005123,P0103,3,20,99476.37,88970.38,10505.99
OI0010373,O005123,P0077,4,10,40277.23,39747.86,529.37
OI0010374,O005124,P0031,5,5,78628.13,48102.8,30525.33
OI0010375,O005127,P0221,1,15,5718.02,4323.47,1394.55
OI0010376,O005127,P0080,4,15,18477.57,16392.2,2085.37
OI0010377,O005127,P0012,1,10,54744.75,48276.65,6468.1
OI0010378,O005129,P0023,5,15,301894.29,257568.25,44326.04
OI0010379,O005129,P0176,1,5,3419.82,2300.8,1119.02
OI0010380,O005130,P0091,5,0,24711.0,19708.65,5002.35
OI0010381,O005130,P0132,5,0,38571.85,23847.25,14724.6
OI0010382,O005132,P0235,4,25,191849.79,161972.44,29877.35
OI0010383,O005132,P0188,5,15,102610.85,67110.3,35500.55
OI0010384,O005132,P0044,3,5,56849.32,35039.22,21810.1
OI0010385,O005133,P0250,2,20,2803.86,2620.98,182.88
OI0010386,O005134,P0030,4,20,40649.47,31246.2,9403.27
OI0010387,O005134,P0042,3,15,13228.76,8989.08,4239.68
OI0010388,O005134,P0028,3,25,5976.05,5004.45,971.6
OI0010389,O005135,P0101,1,15,3995.35,3505.25,490.1
OI0010390,O005135,P0088,2,15,135346.96,98486.24,36860.72
OI0010391,O005136,P0007,2,0,3877.18,2150.02,1727.16
OI0010392,O005136,P0078,4,15,14374.86,12733.88,1640.98
OI0010393,O005136,P0118,2,5,5981.22,4529.12,1452.1
OI0010394,O005136,P0011,4,15,45126.09,38084.92,7041.17
OI0010395,O005137,P0029,2,0,6939.26,4265.38,2673.88
OI0010396,O005137,P0188,2,25,36215.6,26844.12,9371.48
OI0010397,O005138,P0132,2,25,11571.56,9538.9,2032.66
OI0010398,O005138,P0031,5,10,74489.81,48102.8,26387.01
OI0010399,O005138,P0200,4,25,16616.19,12208.36,4407.83
OI0010400,O005141,P0022,4,10,266103.83,173777.04,92326.79
OI0010401,O005141,P0160,3,5,48259.33,28787.25,19472.08
OI0010402,O005141,P0204,3,0,48499.53,31138.89,17360.64
OI0010403,O005142,P0130,2,0,1206.68,797.76,408.92
OI0010404,O005142,P0145,3,10,13217.31,11432.07,1785.24
OI0010405,O005142,P0120,5,25,4318.91,4438.0,-119.09
OI0010406,O005143,P0199,2,15,24486.53,19307.22,5179.31
OI0010407,O005143,P0239,5,0,4203.1,2376.75,1826.35
OI0010408,O005143,P0092,4,5,10962.92,7243.64,3719.28
OI0010409,O005144,P0047,3,10,12207.73,10109.85,2097.88
OI0010410,O005145,P0091,3,20,11861.28,11825.19,36.09
OI0010411,O005145,P0144,3,0,2510.94,1874.01,636.93
OI0010412,O005145,P0208,1,5,12541.99,7808.45,4733.54
OI0010413,O005146,P0239,5,0,4203.1,2376.75,1826.35
OI0010414,O005146,P0046,5,5,32318.14,19090.5,13227.64
OI0010415,O005146,P0216,5,5,108746.07,66083.15,42662.92
OI0010416,O005146,P0201,2,0,47109.8,37340.32,9769.48
OI0010417,O005147,P0174,2,5,8515.91,5028.9,3487.01
OI0010418,O005147,P0222,4,10,37594.84,29353.32,8241.52
OI0010419,O005147,P0176,2,0,7199.62,4601.6,2598.02
OI0010420,O005148,P0161,1,5,3363.5,2828.28,535.22
OI0010421,O005149,P0248,4,15,8009.58,6779.64,1229.94
OI0010422,O005149,P0092,2,0,5769.96,3621.82,2148.14
OI0010423,O005149,P0225,3,10,45210.96,33596.76,11614.2
OI0010424,O005150,P0101,4,0,18801.64,14021.0,4780.64
OI0010425,O005151,P0177,4,0,9762.16,5888.44,3873.72
OI0010426,O005151,P0109,5,10,18779.53,15100.75,3678.78
OI0010427,O005151,P0163,2,5,20083.08,15589.42,4493.66
OI0010428,O005153,P0014,2,20,3370.69,2782.42,588.27
OI0010429,O005153,P0061,2,25,90813.75,84336.58,6477.17
OI0010430,O005153,P0165,5,5,286287.58,202266.65,84020.93
OI0010431,O005153,P0005,1,0,3796.42,2721.14,1075.28
OI0010432,O005154,P0212,3,20,30479.28,21877.17,8602.11
OI0010433,O005154,P0030,3,20,30487.1,23434.65,7052.45
OI0010434,O005154,P0175,1,5,48167.6,35804.67,12362.93
OI0010435,O005154,P0117,1,5,20244.81,13031.08,7213.73
OI0010436,O005156,P0085,2,5,130444.69,105763.28,24681.41
OI0010437,O005156,P0140,4,5,11543.3,9088.56,2454.74
OI0010438,O005156,P0084,1,5,2767.04,1649.56,1117.48
OI0010439,O005156,P0047,4,0,18085.52,13479.8,4605.72
OI0010440,O005157,P0015,3,0,17322.57,13074.9,4247.67
OI0010441,O005157,P0003,3,15,30949.12,28065.15,2883.97
OI0010442,O005157,P0063,5,0,32043.3,19496.25,12547.05
OI0010443,O005157,P0225,5,5,79537.8,55994.6,23543.2
OI0010444,O005159,P0096,4,0,55169.44,35548.36,19621.08
OI0010445,O005159,P0023,5,0,355169.75,257568.25,97601.5
OI0010446,O005160,P0067,1,10,11055.0,9707.25,1347.75
OI0010447,O005160,P0087,1,5,4216.95,2443.56,1773.39
OI0010448,O005160,P0004,3,0,33454.44,25057.14,8397.3
OI0010449,O005160,P0217,4,10,9279.04,6383.88,2895.16
OI0010450,O005161,P0164,2,10,9908.23,6159.0,3749.23
OI0010451,O005162,P0205,4,0,16056.48,8969.6,7086.88
OI0010452,O005162,P0074,3,15,61219.43,45526.68,15692.75
OI0010453,O005163,P0161,3,10,9559.43,8484.84,1074.59
