return_id,order_id,product_id,return_reason,return_date
R001034,O005925,P0032,Size/Fit Issue,2024-07-18
R001035,O005927,P0177,Quality Not as Expected,2026-01-21
R001036,O005930,P0238,Defective Product,2025-09-20
R001037,O005961,P0167,Changed Mind,2024-10-16
R001038,O005961,P0223,Late Delivery,2024-11-03
R001039,O005965,P0211,Quality Not as Expected,2024-12-31
R001040,O005984,P0084,Changed Mind,2024-02-08
R001041,O005988,P0048,Changed Mind,2025-10-09
R001042,O005990,P0241,Late Delivery,2024-03-28
R001043,O005991,P0034,Defective Product,2024-03-11
R001044,O005992,P0065,Changed Mind,2024-04-19
R001045,O005999,P0016,Changed Mind,2025-04-25
R001046,O006001,P0233,Late Delivery,2025-12-10
R001047,O006009,P0245,Late Delivery,2024-05-03
R001048,O006010,P0001,Damaged Product,2025-06-19
R001049,O006011,P0019,Quality Not as Expected,2024-03-18
R001050,O006021,P0061,Defective Product,2024-10-25
R001051,O006024,P0027,Defective Product,2025-11-05
R001052,O006027,P0022,Quality Not as Expected,2025-07-30
R001053,O006030,P0145,Size/Fit Issue,2025-09-18
R001054,O006031,P0149,Size/Fit Issue,2025-03-25
R001055,O006035,P0156,Wrong Product Received,2024-07-19
R001056,O006044,P0018,Damaged Product,2024-03-05
R001057,O006055,P0101,Quality Not as Expected,2024-05-07
R001058,O006055,P0234,Defective Product,2024-04-25
R001059,O006059,P0247,Damaged Product,2024-08-29
R001060,O006068,P0199,Changed Mind,2024-04-23
R001061,O006072,P0183,Damaged Product,2024-12-22
R001062,O006081,P0174,Quality Not as Expected,2024-08-22
R001063,O006083,P0036,Late Delivery,2025-04-15
R001064,O006084,P0022,Damaged Product,2024-11-22
R001065,O006096,P0184,Defective Product,2024-11-17
R001066,O006105,P0190,Quality Not as Expected,2024-12-18
R001067,O006120,P0184,Size/Fit Issue,2024-09-28
R001068,O006124,P0131,Size/Fit Issue,2024-08-16
R001069,O006124,P0096,Wrong Product Received,2024-07-26
R001070,O006129,P0178,Damaged Product,2025-08-29
R001071,O006130,P0007,Changed Mind,2024-02-13
R001072,O006132,P0236,Size/Fit Issue,2025-08-07
R001073,O006137,P0152,Changed Mind,2024-12-09
R001074,O006147,P0095,Changed Mind,2024-11-12
R001075,O006147,P0181,Quality Not as Expected,2024-11-27
R001076,O006160,P0034,Wrong Product Received,2025-08-30
R001077,O006170,P0199,Wrong Product Received,2026-01-04
R001078,O006175,P0071,Late Delivery,2024-08-16
R001079,O006189,P0105,Late Delivery,2025-06-03
R001080,O006189,P0085,Changed Mind,2025-06-07
R001081,O006191,P0238,Quality Not as Expected,2025-09-14
R001082,O006196,P0228,Defective Product,2024-02-09
R001083,O006198,P0094,Late Delivery,2024-09-21
R001084,O006201,P0014,Quality Not as Expected,2024-09-13
R001085,O006210,P0095,Size/Fit Issue,2024-01-21
R001086,O006210,P0174,Size/Fit Issue,2024-02-05
R001087,O006216,P0059,Changed Mind,2025-11-08
R001088,O006219,P0013,Wrong Product Received,2024-12-01
R001089,O006227,P0234,Quality Not as Expected,2025-03-09
R001090,O006229,P0165,Defective Product,2024-03-18
R001091,O006238,P0160,Size/Fit Issue,2025-02-05
R001092,O006245,P0051,Wrong Product Received,2025-05-24
R001093,O006257,P0014,Size/Fit Issue,2025-03-30
R001094,O006259,P0023,Damaged Product,2024-02-19
R001095,O006277,P0087,Size/Fit Issue,2024-07-06
R001096,O006277,P0244,Late Delivery,2024-07-20
R001097,O006280,P0056,Defective Product,2024-03-21
R001098,O006281,P0189,Quality Not as Expected,2025-02-04
R001099,O006285,P0144,Defective Product,2024-03-13
R001100,O006293,P0186,Size/Fit Issue,2025-07-02
R001101,O006296,P0022,Late Delivery,2025-05-26
R001102,O006304,P0226,Damaged Product,2025-10-01
R001103,O006312,P0041,Changed Mind,2024-08-27
R001104,O006315,P0179,Size/Fit Issue,2024-05-22
R001105,O006320,P0094,Damaged Product,2024-05-22
R001106,O006328,P0142,Quality Not as Expected,2024-09-09
R001107,O006331,P0055,Size/Fit Issue,2025-09-23
R001108,O006337,P0216,Damaged Product,2024-10-13
R001109,O006344,P0248,Quality Not as Expected,2025-07-27
R001110,O006345,P0155,Defective Product,2024-05-26
R001111,O006353,P0085,Defective Product,2025-03-20
R001112,O006371,P0220,Defective Product,2025-02-28
R001113,O006371,P0180,Size/Fit Issue,2025-02-19
R001114,O006376,P0004,Changed Mind,2024-06-30
R001115,O006378,P0159,Size/Fit Issue,2025-03-26
R001116,O006384,P0052,Changed Mind,2025-09-21
R001117,O006385,P0185,Quality Not as Expected,2025-09-09
R001118,O006385,P0014,Changed Mind,2025-09-01
R001119,O006395,P0217,Defective Product,2025-07-29
R001120,O006397,P0006,Wrong Product Received,2024-11-26
R001121,O006404,P0122,Damaged Product,2025-12-21
R001122,O006404,P0079,Quality Not as Expected,2025-12-23
R001123,O006411,P0003,Quality Not as Expected,2025-09-16
R001124,O006424,P0238,Defective Product,2025-06-19
R001125,O006428,P0154,Wrong Product Received,2025-05-14
R001126,O006435,P0129,Changed Mind,2024-03-21
R001127,O006439,P0029,Size/Fit Issue,2024-05-22
R001128,O006441,P0044,Damaged Product,2025-01-21
R001129,O006442,P0050,Late Delivery,2025-05-13
R001130,O006443,P0045,Size/Fit Issue,2025-12-03
R001131,O006445,P0177,Late Delivery,2024-06-10
R001132,O006446,P0192,Changed Mind,2025-12-09
R001133,O006449,P0105,Late Delivery,2025-01-06
R001134,O006462,P0001,Defective Product,2024-04-28
R001135,O006465,P0171,Quality Not as Expected,2025-10-20
R001136,O006468,P0075,Size/Fit Issue,2025-07-03
R001137,O006471,P0209,Quality Not as Expected,2024-05-07
R001138,O006472,P0042,Size/Fit Issue,2025-02-27
R001139,O006478,P0202,Size/Fit Issue,2024-12-10
R001140,O006479,P0105,Late Delivery,2024-10-14
R001141,O006479,P0229,Defective Product,2024-10-07
R001142,O006482,P0156,Late Delivery,2025-06-30
R001143,O006483,P0022,Wrong Product Received,2025-04-01
R001144,O006483,P0120,Size/Fit Issue,2025-04-02
R001145,O006487,P0090,Changed Mind,2024-04-19
R001146,O006487,P0031,Wrong Product Received,2024-04-28
R001147,O006488,P0192,Size/Fit Issue,2024-10-16
R001148,O006489,P0170,Size/Fit Issue,2025-12-19
R001149,O006491,P0198,Size/Fit Issue,2025-12-28
R001150,O006497,P0234,Damaged Product,2025-07-30
R001151,O006509,P0200,Quality Not as Expected,2025-10-19
R001152,O006521,P0222,Quality Not as Expected,2025-12-22
R001153,O006525,P0144,Damaged Product,2024-03-30
R001154,O006534,P0236,Late Delivery,2025-01-07
R001155,O006536,P0227,Quality Not as Expected,2024-09-23
R001156,O006548,P0149,Changed Mind,2024-10-14
R001157,O006551,P0228,Late Delivery,2025-02-28
R001158,O006556,P0233,Quality Not as Expected,2025-11-11
R001159,O006565,P0238,Defective Product,2024-05-02
R001160,O006568,P0018,Damaged Product,2025-08-17
R001161,O006576,P0033,Quality Not as Expected,2025-12-04
R001162,O006577,P0009,Defective Product,2025-05-06
R001163,O006580,P0196,Quality Not as Expected,2024-09-30
R001164,O006608,P0145,Quality Not as Expected,2025-08-22
R001165,O006608,P0057,Quality Not as Expected,2025-09-01
R001166,O006610,P0014,Size/Fit Issue,2024-02-17
R001167,O006618,P0029,Damaged Product,2024-06-29
R001168,O006623,P0070,Wrong Product Received,2024-02-09
R001169,O006632,P0099,Quality Not as Expected,2024-04-18
R001170,O006642,P0019,Quality Not as Expected,2024-04-19
R001171,O006647,P0237,Changed Mind,2024-08-19
R001172,O006649,P0107,Late Delivery,2025-11-14
R001173,O006655,P0041,Wrong Product Received,2024-10-09
R001174,O006662,P0186,Size/Fit Issue,2024-03-26
R001175,O006664,P0246,Defective Product,2024-05-10
R001176,O006666,P0016,Wrong Product Received,2024-10-12
R001177,O006680,P0133,Size/Fit Issue,2024-02-15
R001178,O006681,P0170,Wrong Product Received,2024-12-08
R001179,O006691,P0232,Damaged Product,2025-06-06
R001180,O006705,P0031,Size/Fit Issue,2025-07-02
R001181,O006709,P0077,Defective Product,2024-05-07
R001182,O006721,P0136,Quality Not as Expected,2025-02-10
R001183,O006726,P0006,Late Delivery,2024-01-23
R001184,O006732,P0237,Wrong Product Received,2024-07-01
R001185,O006746,P0057,Wrong Product Received,2025-01-19
R001186,O006747,P0055,Wrong Product Received,2025-03-07
R001187,O006751,P0175,Late Delivery,2024-09-11
R001188,O006760,P0144,Defective Product,2025-05-20
R001189,O006765,P0175,Defective Product,2025-01-27
R001190,O006778,P0173,Damaged Product,2024-07-16
R001191,O006780,P0142,Quality Not as Expected,2024-12-09
R001192,O006788,P0176,Wrong Product Received,2025-07-13
R001193,O006791,P0120,Quality Not as Expected,2024-04-29
R001194,O006792,P0116,Defective Product,2025-09-14
R001195,O006806,P0185,Size/Fit Issue,2025-02-28
R001196,O006807,P0186,Size/Fit Issue,2024-06-23
R001197,O006818,P0218,Damaged Product,2024-09-06
R001198,O006829,P0196,Quality Not as Expected,2025-01-28
R001199,O006831,P0004,Defective Product,2024-07-05
R001200,O006833,P0051,Damaged Product,2025-05-14
R001201,O006837,P0171,Late Delivery,2025-01-09
R001202,O006838,P0133,Quality Not as Expected,2024-11-23
R001203,O006841,P0060,Wrong Product Received,2025-11-26
R001204,O006841,P0074,Defective Product,2025-11-26
R001205,O006848,P0113,Size/Fit Issue,2025-05-14
R001206,O006848,P0109,Size/Fit Issue,2025-05-14
R001207,O006850,P0126,Wrong Product Received,2024-09-29
R001208,O006852,P0088,Damaged Product,2025-04-17
R001209,O006856,P0153,Late Delivery,2024-01-25
R001210,O006859,P0160,Wrong Product Received,2024-03-30
R001211,O006863,P0161,Wrong Product Received,2026-01-06
R001212,O006874,P0235,Damaged Product,2025-03-05
R001213,O006874,P0003,Changed Mind,2025-03-19
R001214,O006878,P0095,Size/Fit Issue,2025-03-21
R001215,O006879,P0048,Late Delivery,2024-11-23
R001216,O006884,P0194,Wrong Product Received,2025-10-13
R001217,O006887,P0181,Changed Mind,2024-11-13
R001218,O006892,P0203,Late Delivery,2025-08-15
R001219,O006901,P0103,Wrong Product Received,2025-02-02
R001220,O006905,P0180,Size/Fit Issue,2024-03-03
R001221,O006907,P0121,Late Delivery,2024-08-21
R001222,O006909,P0137,Size/Fit Issue,2024-02-05
R001223,O006911,P0051,Size/Fit Issue,2025-05-24
R001224,O006917,P0171,Late Delivery,2025-08-21
R001225,O006924,P0131,Size/Fit Issue,2024-05-04
R001226,O006954,P0019,Size/Fit Issue,2025-04-24
R001227,O006955,P0245,Quality Not as Expected,2025-11-16
R001228,O006970,P0042,Damaged Product,2025-04-22
R001229,O006971,P0205,Changed Mind,2025-01-14
R001230,O006972,P0195,Size/Fit Issue,2024-11-18
R001231,O006981,P0137,Size/Fit Issue,2024-09-06
R001232,O006981,P0104,Wrong Product Received,2024-08-16
R001233,O007000,P0185,Late Delivery,2024-01-30
R001234,O007001,P0080,Changed Mind,2024-12-03
R001235,O007007,P0174,Changed Mind,2025-03-27
R001236,O007014,P0224,Quality Not as Expected,2025-05-07
R001237,O007015,P0152,Size/Fit Issue,2024-03-16
R001238,O007020,P0206,Damaged Product,2025-11-27
R001239,O007039,P0053,Damaged Product,2024-07-26
R001240,O007040,P0022,Late Delivery,2024-11-27
R001241,O007048,P0249,Damaged Product,2025-06-29
R001242,O007054,P0096,Damaged Product,2024-08-06
R001243,O007066,P0039,Quality Not as Expected,2024-09-23
R001244,O007090,P0145,Changed Mind,2024-06-26
R001245,O007092,P0140,Quality Not as Expected,2025-11-27
R001246,O007094,P0098,Damaged Product,2024-02-06
R001247,O007097,P0027,Changed Mind,2025-02-14
R001248,O007099,P0161,Size/Fit Issue,2025-05-27
R001249,O007101,P0090,Size/Fit Issue,2025-03-06
R001250,O007102,P0014,Late Delivery,2025-02-03
R001251,O007113,P0238,Changed Mind,2024-08-20
R001252,O007114,P0228,Defective Product,2025-08-10
R001253,O007120,P0235,Changed Mind,2024-09-19
R001254,O007122,P0120,Size/Fit Issue,2025-12-01
R001255,O007124,P0214,Quality Not as Expected,2025-04-03
R001256,O007126,P0201,Late Delivery,2024-05-31
R001257,O007131,P0203,Damaged Product,2024-07-01
R001258,O007136,P0249,Late Delivery,2025-02-24
R001259,O007142,P0019,Size/Fit Issue,2026-01-05
R001260,O007149,P0187,Wrong Product Received,2024-05-13
R001261,O007149,P0215,Changed Mind,2024-04-30
R001262,O007152,P0074,Size/Fit Issue,2025-07-17
R001263,O007160,P0095,Size/Fit Issue,2025-01-11
R001264,O007161,P0014,Late Delivery,2024-03-22
R001265,O007183,P0059,Size/Fit Issue,2024-07-10
R001266,O007194,P0021,Defective Product,2024-12-14
R001267,O007194,P0121,Quality Not as Expected,2024-12-19
R001268,O007195,P0055,Size/Fit Issue,2025-04-03
R001269,O007199,P0131,Size/Fit Issue,2025-05-08
R001270,O007203,P0036,Changed Mind,2024-07-30
R001271,O007210,P0210,Wrong Product Received,2025-04-26
R001272,O007217,P0240,Changed Mind,2024-07-30
R001273,O007232,P0076,Defective Product,2025-04-22
R001274,O007250,P0109,Changed Mind,2025-05-21
R001275,O007253,P0149,Quality Not as Expected,2024-05-15
R001276,O007255,P0083,Late Delivery,2025-11-16
R001277,O007260,P0141,Defective Product,2024-03-07
R001278,O007262,P0120,Late Delivery,2025-03-03
R001279,O007265,P0193,Size/Fit Issue,2024-12-26
R001280,O007269,P0102,Damaged Product,2024-09-07
R001281,O007271,P0014,Changed Mind,2025-09-01
R001282,O007271,P0190,Size/Fit Issue,2025-08-22
R001283,O007283,P0180,Size/Fit Issue,2025-10-23
R001284,O007283,P0058,Late Delivery,2025-11-03
R001285,O007284,P0041,Late Delivery,2025-02-28
R001286,O007289,P0013,Late Delivery,2025-04-19
R001287,O007299,P0122,Late Delivery,2024-12-11
R001288,O007300,P0055,Size/Fit Issue,2025-04-09
R001289,O007301,P0211,Quality Not as Expected,2024-12-23
R001290,O007301,P0105,Quality Not as Expected,2024-12-13
R001291,O007301,P0178,Defective Product,2024-12-23
R001292,O007307,P0192,Size/Fit Issue,2024-04-26
R001293,O007307,P0012,Changed Mind,2024-04-24
R001294,O007309,P0092,Wrong Product Received,2025-12-27
R001295,O007311,P0128,Wrong Product Received,2025-06-06
R001296,O007315,P0004,Changed Mind,2025-11-12
R001297,O007315,P0066,Size/Fit Issue,2025-11-08
R001298,O007319,P0023,Damaged Product,2025-09-03
R001299,O007320,P0245,Size/Fit Issue,2025-06-28
R001300,O007325,P0019,Damaged Product,2025-05-24
R001301,O007325,P0211,Defective Product,2025-05-23
R001302,O007338,P0181,Damaged Product,2024-12-29
R001303,O007340,P0075,Size/Fit Issue,2025-03-14
R001304,O007348,P0223,Changed Mind,2024-11-09
R001305,O007362,P0073,Quality Not as Expected,2024-03-03
R001306,O007366,P0102,Changed Mind,2024-08-14
R001307,O007372,P0223,Defective Product,2025-11-15
R001308,O007415,P0014,Size/Fit Issue,2025-03-13
R001309,O007417,P0017,Defective Product,2025-11-08
R001310,O007419,P0051,Changed Mind,2025-06-18
R001311,O007425,P0200,Damaged Product,2025-06-29
R001312,O007430,P0028,Defective Product,2025-07-29
R001313,O007431,P0022,Defective Product,2024-06-02
R001314,O007457,P0014,Size/Fit Issue,2024-08-26
R001315,O007462,P0038,Defective Product,2024-12-12
R001316,O007493,P0214,Quality Not as Expected,2025-05-21
R001317,O007500,P0079,Late Delivery,2025-05-22
R001318,O007523,P0113,Changed Mind,2024-06-11
R001319,O007531,P0099,Damaged Product,2024-06-09
R001320,O007544,P0109,Size/Fit Issue,2025-04-17
R001321,O007545,P0185,Size/Fit Issue,2024-10-20
R001322,O007547,P0200,Size/Fit Issue,2025-09-10
R001323,O007557,P0191,Defective Product,2025-11-05
R001324,O007557,P0250,Damaged Product,2025-10-31
R001325,O007577,P0234,Damaged Product,2025-10-28
R001326,O007584,P0238,Quality Not as Expected,2024-06-21
R001327,O007588,P0230,Defective Product,2024-08-12
R001328,O007600,P0083,Damaged Product,2024-09-28
R001329,O007601,P0159,Damaged Product,2024-11-08
R001330,O007602,P0016,Changed Mind,2025-03-29
R001331,O007608,P0081,Quality Not as Expected,2024-09-21
R001332,O007608,P0005,Damaged Product,2024-09-11
R001333,O007609,P0224,Damaged Product,2025-07-06
R001334,O007614,P0087,Late Delivery,2025-12-27
R001335,O007615,P0115,Defective Product,2024-01-26
R001336,O007619,P0033,Defective Product,2024-09-26
R001337,O007620,P0124,Late Delivery,2024-10-05
R001338,O007630,P0245,Changed Mind,2025-03-23
R001339,O007631,P0156,Late Delivery,2024-06-13
R001340,O007633,P0248,Quality Not as Expected,2024-02-15
R001341,O007643,P0037,Late Delivery,2024-11-21
R001342,O007644,P0223,Late Delivery,2025-01-19
R001343,O007648,P0135,Changed Mind,2025-08-12
R001344,O007649,P0099,Quality Not as Expected,2024-10-23
R001345,O007649,P0046,Damaged Product,2024-11-06
R001346,O007649,P0148,Late Delivery,2024-10-22
R001347,O007652,P0006,Quality Not as Expected,2025-02-02
R001348,O007654,P0038,Damaged Product,2024-11-17
R001349,O007667,P0099,Changed Mind,2024-12-01
R001350,O007670,P0129,Damaged Product,2025-03-31
R001351,O007682,P0210,Quality Not as Expected,2025-03-03
R001352,O007682,P0237,Damaged Product,2025-02-25
R001353,O007697,P0042,Size/Fit Issue,2025-09-28
R001354,O007700,P0212,Size/Fit Issue,2024-11-24
R001355,O007707,P0010,Changed Mind,2025-11-23
R001356,O007708,P0247,Changed Mind,2024-05-19
R001357,O007714,P0158,Late Delivery,2025-11-13
R001358,O007714,P0086,Defective Product,2025-11-25
R001359,O007725,P0131,Damaged Product,2024-11-16
R001360,O007744,P0189,Changed Mind,2024-07-14
R001361,O007747,P0193,Wrong Product Received,2024-03-22
R001362,O007748,P0245,Size/Fit Issue,2024-11-19
R001363,O007759,P0143,Defective Product,2025-10-28
R001364,O007764,P0192,Changed Mind,2025-04-22
R001365,O007774,P0091,Size/Fit Issue,2024-06-29
R001366,O007776,P0238,Defective Product,2025-05-07
R001367,O007785,P0087,Late Delivery,2024-01-10
R001368,O007791,P0071,Defective Product,2024-03-16
R001369,O007796,P0080,Quality Not as Expected,2024-06-05
R001370,O007800,P0180,Damaged Product,2024-12-19
R001371,O007816,P0215,Defective Product,2024-12-19
R001372,O007824,P0229,Quality Not as Expected,2025-01-08
R001373,O007827,P0217,Damaged Product,2024-10-02
R001374,O007831,P0076,Size/Fit Issue,2025-05-31
R001375,O007837,P0101,Wrong Product Received,2024-05-19
R001376,O007838,P0074,Quality Not as Expected,2024-10-03
R001377,O007840,P0171,Quality Not as Expected,2025-04-03
R001378,O007848,P0216,Damaged Product,2025-07-03
R001379,O007859,P0171,Quality Not as Expected,2025-05-06
R001380,O007863,P0185,Size/Fit Issue,2024-12-25
R001381,O007863,P0186,Quality Not as Expected,2025-01-11
R001382,O007866,P0102,Defective Product,2025-09-08
R001383,O007873,P0147,Quality Not as Expected,2024-04-13
R001384,O007889,P0061,Changed Mind,2024-07-30
R001385,O007890,P0051,Wrong Product Received,2024-06-26
R001386,O007908,P0194,Changed Mind,2025-12-08
R001387,O007908,P0166,Defective Product,2025-12-03
R001388,O007910,P0211,Quality Not as Expected,2025-07-01
R001389,O007913,P0099,Changed Mind,2024-12-14
R001390,O007916,P0020,Changed Mind,2024-08-21
R001391,O007918,P0148,Wrong Product Received,2025-10-08
R001392,O007919,P0006,Changed Mind,2024-02-14
R001393,O007943,P0104,Damaged Product,2025-03-05
R001394,O007953,P0045,Size/Fit Issue,2024-10-12
R001395,O007958,P0170,Damaged Product,2026-01-01
R001396,O007959,P0199,Damaged Product,2025-10-20
R001397,O007967,P0062,Late Delivery,2025-01-17
R001398,O007983,P0131,Size/Fit Issue,2024-03-07
R001399,O007986,P0027,Late Delivery,2025-05-24
R001400,O007996,P0055,Size/Fit Issue,2025-06-02
R001401,O008018,P0042,Size/Fit Issue,2024-11-13
R001402,O008021,P0146,Late Delivery,2024-07-06
R001403,O008026,P0014,Wrong Product Received,2025-08-21
R001404,O008033,P0210,Changed Mind,2024-02-18
R001405,O008034,P0185,Quality Not as Expected,2025-05-07
R001406,O008038,P0066,Damaged Product,2025-06-26
R001407,O008039,P0021,Defective Product,2024-08-13
R001408,O008047,P0234,Quality Not as Expected,2025-06-21
R001409,O008050,P0083,Damaged Product,2024-08-17
R001410,O008053,P0178,Damaged Product,2025-09-26
R001411,O008060,P0009,Defective Product,2025-07-30
R001412,O008073,P0034,Changed Mind,2025-05-27
R001413,O008074,P0016,Quality Not as Expected,2025-04-15
R001414,O008077,P0225,Changed Mind,2024-11-28
R001415,O008084,P0170,Changed Mind,2024-10-02
R001416,O008086,P0013,Wrong Product Received,2025-10-03
R001417,O008096,P0142,Damaged Product,2024-06-08
R001418,O008099,P0226,Changed Mind,2024-07-28
R001419,O008104,P0077,Defective Product,2025-04-04
R001420,O008108,P0097,Quality Not as Expected,2025-04-07
R001421,O008109,P0109,Size/Fit Issue,2024-10-07
R001422,O008112,P0066,Quality Not as Expected,2025-08-18
R001423,O008123,P0051,Defective Product,2024-05-10
R001424,O008159,P0072,Defective Product,2025-09-20
R001425,O008163,P0099,Changed Mind,2024-12-03
R001426,O008180,P0205,Late Delivery,2025-09-11
R001427,O008204,P0133,Late Delivery,2025-03-07
R001428,O008215,P0226,Quality Not as Expected,2025-04-04
R001429,O008217,P0171,Defective Product,2024-11-24
R001430,O008221,P0091,Changed Mind,2025-05-20
R001431,O008227,P0137,Damaged Product,2025-05-19
R001432,O008234,P0065,Changed Mind,2024-01-24
R001433,O008235,P0238,Defective Product,2024-10-06
R001434,O008264,P0006,Size/Fit Issue,2024-06-10
R001435,O008265,P0014,Damaged Product,2025-01-12
R001436,O008271,P0180,Size/Fit Issue,2024-04-22
R001437,O008272,P0051,Defective Product,2024-08-27
R001438,O008277,P0056,Damaged Product,2025-04-12
R001439,O008283,P0183,Wrong Product Received,2024-12-19
R001440,O008294,P0012,Defective Product,2024-10-02
R001441,O008311,P0140,Quality Not as Expected,2025-01-04
R001442,O008314,P0095,Size/Fit Issue,2024-03-06
R001443,O008319,P0178,Defective Product,2025-07-21
R001444,O008322,P0128,Late Delivery,2025-07-17
R001445,O008332,P0053,Defective Product,2025-08-04
R001446,O008334,P0191,Wrong Product Received,2024-09-05
R001447,O008336,P0122,Size/Fit Issue,2024-11-20
R001448,O008344,P0162,Damaged Product,2025-07-13
R001449,O008349,P0101,Late Delivery,2024-12-20
R001450,O008349,P0065,Size/Fit Issue,2024-12-21
R001451,O008367,P0107,Changed Mind,2025-06-09
R001452,O008369,P0087,Quality Not as Expected,2024-05-07
R001453,O008370,P0194,Damaged Product,2026-01-02
R001454,O008376,P0132,Quality Not as Expected,2024-04-09
R001455,O008380,P0226,Size/Fit Issue,2024-03-22
R001456,O008418,P0069,Damaged Product,2025-04-04
R001457,O008418,P0195,Size/Fit Issue,2025-04-14
R001458,O008427,P0145,Size/Fit Issue,2025-08-10
R001459,O008427,P0077,Damaged Product,2025-08-07
R001460,O008443,P0019,Size/Fit Issue,2024-09-19
R001461,O008445,P0044,Damaged Product,2025-04-07
R001462,O008446,P0095,Defective Product,2024-02-05
R001463,O008451,P0051,Damaged Product,2025-08-05
R001464,O008452,P0233,Damaged Product,2025-11-18
R001465,O008456,P0051,Quality Not as Expected,2025-05-13
R001466,O008463,P0099,Size/Fit Issue,2025-11-14
R001467,O008468,P0132,Late Delivery,2024-10-27
R001468,O008484,P0189,Late Delivery,2024-09-30
R001469,O008487,P0213,Size/Fit Issue,2024-07-03
R001470,O008504,P0149,Changed Mind,2025-12-15
R001471,O008514,P0168,Size/Fit Issue,2024-07-05
R001472,O008524,P0185,Late Delivery,2025-02-24
R001473,O008525,P0119,Quality Not as Expected,2024-03-21
R001474,O008544,P0196,Changed Mind,2024-06-02
R001475,O008559,P0207,Quality Not as Expected,2024-08-11
R001476,O008560,P0149,Size/Fit Issue,2024-03-24
R001477,O008574,P0201,Late Delivery,2024-06-29
R001478,O008576,P0165,Defective Product,2025-04-11
R001479,O008581,P0102,Size/Fit Issue,2024-03-27
R001480,O008584,P0099,Size/Fit Issue,2025-09-17
R001481,O008591,P0095,Damaged Product,2025-01-09
R001482,O008591,P0250,Damaged Product,2025-01-16
R001483,O008600,P0193,Size/Fit Issue,2024-07-12
R001484,O008601,P0147,Defective Product,2025-04-23
R001485,O008617,P0197,Defective Product,2025-04-24
R001486,O008621,P0137,Size/Fit Issue,2025-09-03
R001487,O008622,P0009,Damaged Product,2025-01-08
R001488,O008624,P0004,Size/Fit Issue,2024-08-08
R001489,O008645,P0075,Size/Fit Issue,2025-06-16
R001490,O008647,P0180,Size/Fit Issue,2025-02-05
R001491,O008649,P0218,Late Delivery,2025-05-13
R001492,O008653,P0141,Quality Not as Expected,2024-05-26
R001493,O008659,P0030,Damaged Product,2025-01-12
R001494,O008661,P0099,Late Delivery,2024-05-15
R001495,O008675,P0056,Damaged Product,2025-03-18
R001496,O008681,P0203,Quality Not as Expected,2025-08-26
R001497,O008690,P0065,Quality Not as Expected,2025-01-04
R001498,O008690,P0215,Late Delivery,2025-01-15
R001499,O008696,P0059,Size/Fit Issue,2024-06-30
R001500,O008696,P0090,Damaged Product,2024-06-29
R001501,O008700,P0101,Changed Mind,2024-09-17
R001502,O008709,P0203,Wrong Product Received,2025-05-13
R001503,O008711,P0124,Damaged Product,2024-05-26
R001504,O008715,P0140,Changed Mind,2025-05-27
R001505,O008719,P0027,Damaged Product,2025-09-07
R001506,O008727,P0140,Quality Not as Expected,2025-11-24
R001507,O008729,P0167,Quality Not as Expected,2024-09-20
R001508,O008729,P0178,Defective Product,2024-08-30
R001509,O008743,P0102,Wrong Product Received,2024-11-15
R001510,O008747,P0136,Quality Not as Expected,2025-08-28
R001511,O008749,P0204,Wrong Product Received,2024-03-02
R001512,O008749,P0205,Changed Mind,2024-03-09
R001513,O008759,P0114,Changed Mind,2025-10-15
R001514,O008762,P0156,Late Delivery,2024-06-19
R001515,O008762,P0166,Changed Mind,2024-06-30
R001516,O008770,P0171,Defective Product,2024-09-11
R001517,O008771,P0141,Damaged Product,2024-12-04
R001518,O008773,P0187,Defective Product,2024-11-08
R001519,O008775,P0090,Quality Not as Expected,2025-04-02
R001520,O008786,P0168,Late Delivery,2024-04-10
R001521,O008789,P0128,Defective Product,2024-05-25
R001522,O008792,P0097,Defective Product,2025-01-20
R001523,O008797,P0142,Late Delivery,2025-09-22
R001524,O008797,P0167,Size/Fit Issue,2025-09-15
R001525,O008798,P0181,Damaged Product,2025-06-16
R001526,O008808,P0120,Size/Fit Issue,2024-11-15
R001527,O008830,P0190,Defective Product,2025-10-11
R001528,O008833,P0215,Changed Mind,2024-05-26
R001529,O008838,P0101,Damaged Product,2025-03-17
R001530,O008845,P0238,Quality Not as Expected,2025-08-30
R001531,O008848,P0201,Wrong Product Received,2025-03-25
R001532,O008857,P0171,Damaged Product,2024-03-15
R001533,O008859,P0047,Quality Not as Expected,2025-09-29
R001534,O008868,P0065,Size/Fit Issue,2024-12-15
R001535,O008875,P0165,Quality Not as Expected,2024-07-17
R001536,O008884,P0161,Changed Mind,2025-04-18
R001537,O008898,P0165,Defective Product,2025-10-18
R001538,O008903,P0072,Late Delivery,2024-10-27
R001539,O008908,P0177,Quality Not as Expected,2025-02-17
R001540,O008912,P0114,Quality Not as Expected,2025-09-29
R001541,O008921,P0062,Wrong Product Received,2024-03-15
R001542,O008925,P0160,Damaged Product,2025-09-02
R001543,O008929,P0031,Late Delivery,2025-09-17
R001544,O008933,P0152,Defective Product,2024-04-02
R001545,O008933,P0053,Late Delivery,2024-03-23
R001546,O008939,P0123,Late Delivery,2024-06-03
R001547,O008941,P0040,Changed Mind,2024-03-15
R001548,O008944,P0043,Defective Product,2024-12-26
R001549,O008946,P0139,Late Delivery,2024-08-11
